Created MRAppMaster for application appattempt_1445144423722_0020_000001,Created MRAppMaster for application appattempt_<*>,Created MRAppMaster for application <*>
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=< memory:0, vCores:-27> knownNMs=4","getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<*> memory:<*>, vCores:<*> knownNMs=<*>","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=< memory:0, vCores:-27> knownNMs=4","getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<*> memory:<*>, vCores:<*> knownNMs=<*>","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=< memory:0, vCores:-27> knownNMs=4","getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<*> memory:<*>, vCores:<*> knownNMs=<*>","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=< memory:0, vCores:-27> knownNMs=4","getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<*> memory:<*>, vCores:<*> knownNMs=<*>","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=< memory:0, vCores:-27> knownNMs=4","getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<*> memory:<*>, vCores:<*> knownNMs=<*>","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>"
"Cannot assign container Container: [ContainerId: container_1445144423722_0020_01_000012, NodeId: MSRA-SA-39.fareast.corp.microsoft.com:28345, NodeHttpAddress: MSRA-SA-39.fareast.corp.microsoft.com:8042, Resource: < memory:1024, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: 172.22.149.145:28345 }, ] for a map as either container memory less than required < memory:1024, vCores:1> or no pending map tasks - maps.isEmpty=true","Cannot assign container Container: [<*> :<*> ] NodeId: <*> :<*> :<*>, Resource: <*> memory:<*> :<*> :<*>, Resource: <*> memory:<*> :<*> :<*>, Resource: <*> memory:<*> :<*> :<*>, Resource: <*> memory:<*> :<*> :<*>, Resource: <*> memory:<*> :<*> :<*>, Resource: <*> memory:<*> :<*> :<*>, Resource: <*> memory:<*>","Cannot assign container Container: [ContainerId: <*>, NodeId: <*>:<*>, NodeHttpAddress: <*>:<*>, Resource: <memory:<*>, vCores:<*>, Priority: <*>, Token: Token { kind: ContainerToken, service: <*>:<*> }, ] for a map as either container memory less than required <memory:<*>, vCores:<*> or no pending map tasks - maps.isEmpty=<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"getResources() for application_1445144423722_0020: ask=0 release= 1 newContainers=0 finishedContainers=1 resourcelimit=< memory:1024, vCores:-26> knownNMs=4","getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<*> memory:<*>, vCores:<*> knownNMs=<*>","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>"
"Recalculating schedule, headroom=< memory:1024, vCores:-26>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
"Recalculating schedule, headroom=< memory:0, vCores:-27>","Recalculating schedule, headroom=<*> memory:<*>, vCores:<*>","Recalculating schedule, headroom=<memory:<*>, vCores:<*>"
We launched 1 speculations. Sleeping 15000 milliseconds.,We launched <*> speculations. Sleeping <*>,We launched <*> speculations. Sleeping <*> milliseconds.
"getResources() for application_1445144423722_0020: ask=5 release= 0 newContainers=0 finishedContainers=1 resourcelimit=< memory:0, vCores:-27> knownNMs=4","getResources() for <*> : ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<*> memory:<*>, vCores:<*> knownNMs=<*>","getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>"
"Slow ReadProcessor read fields took 65020ms (threshold=30000ms); ack: seqno: -2 status: SUCCESS status: ERROR downstreamAckTimeNanos: 0, targets: [10.86.169.121:50010, 10.190.173.170:50010]",Slow ReadProcessor read fields took <*> (threshold=<*> ) ack: seqno: <*> status: SUCCESS status: ERROR downstreamAckTimeNanos:<*> targets: [<*> :<*> ],"Slow ReadProcessor read fields took <*> (threshold=<*>); ack: seqno: <*> status: SUCCESS status: ERROR downstreamAckTimeNanos: <*>, targets: [<*>:<*>, <*>:<*>]"
DFSOutputStream ResponseProcessor exception for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,DFSOutputStream ResponseProcessor exception for block <*> :<*>,DFSOutputStream ResponseProcessor exception for block BP-<*>:<*>
"Error Recovery for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731 in pipeline 10.86.169.121:50010, 10.190.173.170:50010: bad datanode 10.190.173.170:50010",Error Recovery for block <*> :<*> :<*> in pipeline <*> :<*> :<*> bad datanamenode :<*>,"Error Recovery for block BP-<*>:<*> in pipeline <*>:<*>, <*>:<*>: bad datanode <*>:<*>"
"Thread Thread[eventHandlingThread,5,main] threw an Exception.","Thread Thread[<*>HandlingThread,<*> ] threw an Exception.","Thread Thread[eventHandlingThread,<*>,main] threw an Exception."
